Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Trail Markotkh 2019,Half Marathon,"В 2017 году у нас были ""лайтовые"" 16км, в 2018 году - 25. Кажется настало время золотой середины! Новички, учитесь бегать в горку и не будьте наивными - спускаться с горки иногда бывает очень тяжко. А если до финиша осталось всего пара километров - это совсем не означает, что самое страшное позади.",300,1 September 2018,7 April 2019,30 euro,https://russiarunning.com/event/markotkh2019-spring,14 April 2019,11:00,Novorossiysk,Russie,21.4km,1000m,1010m,1,04:00,https://russiarunning.com/event/markotkh2019-spring,https://tracedetrail.fr/en/trace/itra/78426,/orga_pic/logo_med4955.png,,https://itra.run/calend.php?ide=4955&mode=getEvt&id=4955&annee=2019&idc=17853
Trailaghi 2019,Xl New,"la miglior 50 chilometri nel nord ovest del Piemonte
Description in English
best 50 km in  nord border Italy",450,31 December 2018,12 April 2019,"40 EURO  14/3/2018
50 13/1/2018",,14 April 2019,07:30,CHIAVERANO,Italie,54.4km,2290m,2270m,3,10:30,http://www.trailaghi.it,https://tracedetrail.fr/en/trace/itra/80404,,https://itra.run/orga_pic/p_12193_3.jpg,https://itra.run/calend.php?ide=3505&mode=getEvt&id=3505&annee=2019&idc=12193
Trailaghi 2019,Trail Dei Mirtilli New,,250,31 December 2018,12 April 2019,25 euro  ends 15/3/2019  30 14/4/2019,,14 April 2019,08:30,CHIAVERANO,Italie,28.2km,1200m,1260m,2,05:06,http://www.trailaghi.it,https://tracedetrail.fr/en/trace/itra/80415,,,https://itra.run/calend.php?ide=3505&mode=getEvt&id=3505&annee=2019&idc=12217
Trailaghi 2019,Classic Team,,500,31 December 2018,12 April 2019,20 euro for runners end 14/3/2019  25 euro 13/4/2019,,14 April 2019,09:00,CHIAVERANO,Italie,25.7km,1110m,1110m,2,04:30,http://www.trailaghi.it,https://tracedetrail.fr/en/trace/itra/48290,,,https://itra.run/calend.php?ide=3505&mode=getEvt&id=3505&annee=2019&idc=7609
Trailaghi 2019,Trofeo Margut,,250,13 January 2019,31 March 2019,"10 EURO END 15/3/2019 
15 EURO ends 8:00 14/4/2019",,14 April 2019,09:30,CHIAVERANO,Italie,11.3km,500m,490m,1,02:30,http://www.trailaghi.it,https://tracedetrail.fr/en/trace/itra/49970,,,https://itra.run/calend.php?ide=3505&mode=getEvt&id=3505&annee=2019&idc=7607
Wicklow Glacier Lakes 2019,Wicklow Glacier Lakes,"The race takes in some of the highest glacial lakes in Wicklow. The race traverses some of the wildest terrain in Wicklow. Solo runners should ensure they bring adequate clothing and food for all weathers as leg 2 in particular can be very difficult in mist. Participants must touch the water in each lake on their leg. A mobile phone, hat, cagoule, map, and compass are compulsory kit. Bring food and water according to your needs for a run in tough mountain terrain. Solo runners must bring sufficient food and clothing protection for the whole race.Leg 1 starts at the hotel in Glendalough and takes in Lough Ouler with the handover at the car park at the Wicklow Gap. The only part of the Wicklow Gap road that you can run on is the part on the St. Kevin's Way. Challenge: route choice and terrain.Leg 2 takes in Lough Firrib and either of the Three Lakes with the handover at Glenmalure hostel. Challenge: navigation and tough terrain in middle of leg.Leg 3 takes in Art's Lough and Kelly's Lough with the handover at Ballinafunshoge car park). Challenge: route choice and steep terrain.Leg 4 takes in the Upper and Lower lakes in Glendalough with the finish at Glendalough hotel. Challenge: a runner's leg but route choice could win out!",30,,,âŹ15 + âŹ10 IMRA (Irish Mountain Running Association) Membership,https://www.imra.ie/events/view/id/1679,14 April 2019,08:00,Wicklow,Irlande,41.6km,1910m,1910m,2,08:00,https://www.imra.ie/events/view/id/1574,https://tracedetrail.fr/en/trace/itra/82281,/orga_pic/logo_med2767.jpg,,https://itra.run/calend.php?ide=2767&mode=getEvt&id=2767&annee=2019&idc=5637
Xi Desafío Huarochirí - 1Era Fecha 2019,18K,,400,1 January 2019,9 April 2019,90 Soles,http://www.vertigoperu.com/siscompetencia/inscripciones/,14 April 2019,09:00,Santa,Pérou,18.6km,1270m,1280m,2,05:00,http://desafiohuarochiri.com,https://tracedetrail.fr/en/trace/itra/83108,/orga_pic/logo_med2393.png,https://itra.run/orga_pic/p_4677_3.jpg,https://itra.run/calend.php?ide=2393&mode=getEvt&id=2393&annee=2019&idc=4677
Xi Desafío Huarochirí - 1Era Fecha 2019,08K,"Desde el 2008, primer campeonato de carreras por montaña en Perú. Categoría Purix, para los que recién empiezan.",200,11 December 2018,9 April 2019,70 Soles,http://www.vertigoperu.com/siscompetencia/inscripciones/,14 April 2019,09:00,Cocachacra,Pérou,8.5km,540m,540m,1,02:00,http://desafiohuarochiri.com,https://tracedetrail.fr/en/trace/itra/83109,/orga_pic/logo_med2393.png,https://itra.run/orga_pic/p_4991_2.jpg,https://itra.run/calend.php?ide=2393&mode=getEvt&id=2393&annee=2019&idc=4991
Carrera Por Montaña Sierra Elvira 2019,Carrera Por Montaña Sierra Elvira,"Se enmarca en Sierra Elvira, zona de baja montaña, situada en los municipios de Atarfe, Albolote y Pinos Puente en las proximidades de la ciudad de Granada. Es un trazado exigente con un desnivel positivo acumulado aproximado de 2000 m, continuas subidas y bajadas que discurren por caminos y senderos con numerosos tramos técnicos. Esta Homologada por la FEDME (Federación española de Deportes de Montaña y Escalada). Presenta un coeficiente de dificultad FAM/FEDME 61 y dificultad técnica alta (más del 70 % del trazado discurre por veredas. 
Description in English
It is framed in Sierra Elvira, low mountain area, located in the municipalities of Atarfe, Albolote and Pinos Puente, very close of the city of Granada. It is a demanding layout with an accumulated positive rise of approximately 2000 m, continuous ups and downs that run along paths and trails with numerous technical stretches. It is certified by FEDME (Spanish Federation of Mountain Sports and Climbing). It has a difficulty coefficient FAM / FEDME 61 and high technical difficulty (more than 70% of the route runs along sidewalks.",,5 January 2019,27 February 2019,,,13 April 2019,09:00,Atarfe,Espagne,30.5km,2040m,2040m,6,05:15,http://cxmsierraelvira.blogspot.com,,,https://itra.run/orga_pic/p_7765_2.png,https://itra.run/calend.php?ide=3575&mode=getEvt&id=3575&annee=2019&idc=7765
Transpenedagerês 2019,Transpeneda-Gerês 80Km,TransPenedaGerês 80km,,,,,https://www.carlossanatureevents.com/en/tpg,13 April 2019,06:30,Montalegre,Portugal,80km,3820m,4470m,5,,https://www.carlossanatureevents.com/en/tpg,,,,https://itra.run/calend.php?ide=7271&mode=getEvt&id=7271&annee=2019&idc=18433
Transpenedagerês 2019,Transpeneda-Gerês 45Km,TransPenedaGerês 45Km,,,,,https://www.carlossanatureevents.com/en/tpg,13 April 2019,10:30,Montalegre,Portugal,45km,2280m,2830m,3,,https://www.carlossanatureevents.com/en/tpg,,,,https://itra.run/calend.php?ide=7271&mode=getEvt&id=7271&annee=2019&idc=18431
Transpenedagerês 2019,Transpeneda-Gerês 25Km,TransPenedaGerês 25km,,,,,https://www.carlossanatureevents.com/en/tpg,13 April 2019,10:30,montalegre,Portugal,25km,1640m,1590m,2,,https://www.carlossanatureevents.com/en/tpg,,,,https://itra.run/calend.php?ide=7271&mode=getEvt&id=7271&annee=2019&idc=18429
Trail Della Pizzuta - Trofeo San Giorgio 2019,Trail Della Pizzuta,Trail della Pizzuta Ă¨ una manifestazione di corse a piedi agonistiche e camminate non competitive lungo i sentieri della R.N.O. di Serre della Pizzuta,200,11 March 2019,20 April 2019,,http://ecotrailsicilia.it/3-tappa-trail-della-pizzuta-23-aprile-2017/,14 April 2019,09:30,Piana,Italie,20km,1150m,1150m,2,03:45,http://www.ecotrailsicilia.it,,,,https://itra.run/calend.php?ide=2554&mode=getEvt&id=2554&annee=2019&idc=5071
Country Of Origin 2019,Country Of Origin,,,,,,,13 April 2019,08:00,Mui,"Hong Kong, Chine",29.2km,1390m,1400m,3,09:00,http://www.countryoforigin.asia/,https://tracedetrail.fr/en/trace/itra/69914,,,https://itra.run/calend.php?ide=2581&mode=getEvt&id=2581&annee=2019&idc=5132
The North Face Endurance Challenge 2019,Cordoba 80K,,,,,,,14 April 2019,07:00,(Argentine),Argentine,78.9km,2780m,2780m,9,,http://endurancechallengeargentina.com,,,,https://itra.run/calend.php?ide=3471&mode=getEvt&id=3471&annee=2019&idc=12145
The North Face Endurance Challenge 2019,Cordoba 50K,,,,,,,14 April 2019,08:00,(Argentine),Argentine,50.2km,1890m,1890m,5,,http://endurancechallengeargentina.com,,,,https://itra.run/calend.php?ide=3471&mode=getEvt&id=3471&annee=2019&idc=7481
Bull Run Run 2019,50M,,,,,,,13 April 2019,06:30,Virginia,Etats-Unis,81km,1700m,1700m,N/A,,http://www.vhtrc.org/brr/,,,,https://itra.run/calend.php?ide=167&mode=getEvt&id=167&annee=2019&idc=1482
Ultra X Sri Lanka  2019,Ultra X Sri Lanka,"Ultra X Sri Lanka is a 250km, 5 day ultramarathon set in beautiful Sri Lanka, the pearl of the Asia. Participants will walk/run a different distance each day before camping out underneath the stars each night. After the final stage on Friday there will be a big celebration and prize giving. ",50,11 October 2018,1 April 2019,"ÂŁ1,200",https://ultra-x.co/registration/,15 April 2019,08:00,udawalawe,Sri Lanka,265.8,1730.0,1580.0,20.0,19:00,https://ultra-x.co,https://tracedetrail.fr/en/trace/itra/82408,,https://itra.run/orga_pic/p_18995_1.jpg,https://itra.run/calend.php?ide=7499&mode=getEvt&id=7499&annee=2019&idc=18995
Mustang Trail Race 2019,Mustang Trail Race,Mustang Trail Race,36,30 April 2018,31 March 2019,up to $3390,http://mustangtrailrace.com/register/,16 April 2019,08:00,Kagbeni,Népal,169.0,10010.0,9310.0,8.0,59:49,http://mustangtrailrace.com/,https://tracedetrail.fr/en/trace/itra/60088,/orga_pic/logo_med2445.png,https://itra.run/orga_pic/p_4824_1.jpg,https://itra.run/calend.php?ide=2445&mode=getEvt&id=2445&annee=2019&idc=4824
Dalian 100 Ultra Endurance Race 2019,100Km,,250,19 April 2019,21 April 2019,980RMB,http://www.dl100k.com/html/bm.html,19 April 2019,20:00,Dalian,Chine,113.2km,6090m,6020m,9,30:00,http://www.dl100k.com,,/orga_pic/logo_med298.png,https://itra.run/orga_pic/p_1876_1.jpg,https://itra.run/calend.php?ide=298&mode=getEvt&id=298&annee=2019&idc=1876
Dalian 100 Ultra Endurance Race 2019,50Km,,280,20 April 2019,21 April 2019,680RMB,http://www.dl100k.com/html/bm.html,20 April 2019,08:00,Dalian,Chine,56.3km,3160m,3110m,4,18:00,http://www.dl100k.com,,/orga_pic/logo_med298.png,https://itra.run/orga_pic/p_1877_1.jpg,https://itra.run/calend.php?ide=298&mode=getEvt&id=298&annee=2019&idc=1877
Dalian 100 Ultra Endurance Race 2019,20Km,大连100越野赛 20公里项目,150,,,380RMB,,20 April 2019,08:00,Dalian,Chine,21.2km,780m,780m,1,07:00,http://www.dl100k.com,,/orga_pic/logo_med298.png,https://itra.run/orga_pic/p_18417_1.jpg,https://itra.run/calend.php?ide=298&mode=getEvt&id=298&annee=2019&idc=18417
Iznik Ultra 2019,160 K,"Ä°znik Ultra maratonu
Description in English
100 mile Iznik Ultra race, circumnavigating Lake Iznik. 8th edition. Very convinient to travel from Istanbul, esp SAW airport or Yenikapi IDO ferryboat.",100,19 September 2018,15 April 2019,550 TL,http://iznikultra.com/english/iznik-ultra-kayit-ol.php,19 April 2019,20:00,iznik,Turquie,162.5km,4470m,4470m,12,30:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/72637,/orga_pic/logo_med578.png,https://itra.run/orga_pic/p_1360_1.jpg,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=1360
Iznik Ultra 2019,90 K,"Second half of Iznik Ultra route, running the southern trails of Lake Iznik.  Starts town Orhangazi, finishes in Iznik. Mostly fast tracks with technical trail sections. Nature, local culture and history is along the route.",250,20 September 2018,15 April 2019,500 TL,http://iznikultra.com/english/iznik-ultra-kayit-ol.php,20 April 2019,09:00,Ornekkoy,Turquie,88.5km,2740m,2730m,7,16:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/72638,/orga_pic/logo_med578.png,https://itra.run/orga_pic/p_1361_1.jpg,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=1361
Iznik Ultra 2019,Iznik Ultra Relay 2-2,Relay teams of 2 on Iznik ultra 160K- Stage 2,50,19 September 2018,12 April 2019,650TL,http://iznikultra.com/,20 April 2019,09:00,Ornekkoy,Turquie,88.5km,2740m,2730m,7,16:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73081,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16711
Iznik Ultra 2019,Iznik Ultra Relay 2-1,Relay teams of 2 on Iznik ultra 160K - stage1,50,19 September 2018,12 April 2019,650TL,http://iznikultra.com/,19 April 2019,20:00,iznik,Turquie,73.8km,1740m,1750m,5,13:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73080,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16709
Iznik Ultra 2019,55 K,"arlıca'dan İznik'e tepelerdeki patikaları kullanan bu yarış parkuru yaklaşık 55 mesafede yaklaşık 2000 metre tırmanış ve iniş içerir. İznik Ultra parkurunun son 55km'sini kullanır. Rota genellikle düzgün toprak yollar ve dar patikalar kullanır. Zaman zaman teknik ve zorludur. Harika doğal güzellikler, yerel kültür ve tarihi miras manzaraları içinde koşulur. 
Description in English
A marathon distance with an almost 2000m climb and decent. Runs on the last 55km's of Iznik Ultra course, starting from Narlica village. A hilly course, with a major climb up and a major quad-bursting decent.",400,19 September 2018,15 April 2019,350 TL,http://iznikultra.com/iznik-ultra-kayit-ol.php,20 April 2019,10:30,narlica,Turquie,56.7km,1870m,1950m,3,11:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/72639,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=1620
Iznik Ultra 2019,Iznik Ultra Relay 4-4,Relay teams of 4 on Iznik ultra 160K - Stage 4,50,19 September 2018,12 April 2019,750TL Per team,http://iznikultra.com/,20 April 2019,16:00,Muskule,Turquie,46.8km,1300m,1460m,2,09:30,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73079,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16729
Iznik Ultra 2019,Iznik Ultra Relay 4-3,Relay teams of 4 on Iznik ultra 160K - Stage 3,50,19 September 2018,12 April 2019,750 TL per team,http://iznikultra.com/,20 April 2019,09:00,Ornekkoy,Turquie,41.7km,1440m,1270m,2,06:30,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73078,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16727
Iznik Ultra 2019,Iznik Ultra Relay 4-2,Relay teams of 4 on Iznik ultra 160K - Stage 2,50,19 September 2018,12 April 2019,750TL Per team,http://iznikultra.com/,20 April 2019,02:30,ÄąlÄąca,Turquie,37.8km,1170m,1190m,2,06:30,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73077,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16725
Iznik Ultra 2019,35K,"Göllüce Patika Koşusu, patika koşu mesafelerini uzatmak isteyenler için başlangıç-gelişme seviyesinde bir parkur sunmaktadır. Göl seviyesinden başlayıp yükselerek 500 metre yukardan baktığınız rota, geniş toprak yollar, zorunlu asfalt etapları ve yer yer dar ve bozuk zeminli patikalardan oluşmaktadır. Tek kontrol noktası olan Derbent, yorucu bir eforun artından patika koşucularını ödüllendirecektir. Sonrasında varışa giden ve dik uzun iniş içeren etaba enerji ayırmayı unutmayınız.
Description in English
Göllüce Trail Run ise a great 18 miler for those who seek a moderate trail as a step to run an ultra trail. Starting lake side, climbs up to the hills to offer a birds eye view of the Iznik Lake. Majority is dirt tracks, includes mandatory road crossings and some sections of single tracks-some rouged. Has only one check point at Derbent. Required good feeding plan and it is advised to develop a running strategy reserving quads for the long last descent. ",400,9 November 2018,19 April 2019,300 TL,http://iznikultra.com/,20 April 2019,12:00,Göllüce,Turquie,37.3km,1090m,1080m,1,07:30,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/72640,/orga_pic/logo_med578.png,https://itra.run/orga_pic/p_11805_1.jpg,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=11805
Iznik Ultra 2019,Iznik Ultra Relay 4-1,Relay teams of 2 on Iznik ultra 160K - Stage 1,50,19 September 2018,12 April 2019,750TL per team,http://iznikultra.com/,19 April 2019,20:00,iznik,Turquie,35.8km,570m,560m,2,06:00,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/73075,/orga_pic/logo_med578.png,,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=16723
Iznik Ultra 2019,20K,"Derbent Patika Koşusu, İznik Ultra parkurunun son kontrol noktası olan Derbent'ten İznik'in içine giden, patika ağırlıklı bir koşudur. Hala kısmen korunmuş Derbent köy meydanından başlayarak çeşitli yolları kullanarak İznik Lefke Kapı'ya ulaşır.
Description in English
Derbent Trail is the last split of the Iznik Ultra Marathon. Starts from partly preserved Derbent Village, until ""Kan Çiçekleri"" (Blood Flowers) field, follows the village streets and some tarmac and dirt roads.",300,13 August 2018,19 April 2019,150TL acording registration date,http://www.iznikultra.com/english/iznik-ultra-kayit-ol.php,20 April 2019,13:00,Derbent,Turquie,20.8km,280m,750m,1,03:30,http://www.iznikultra.com/,https://tracedetrail.fr/en/trace/itra/72641,/orga_pic/logo_med578.png,https://itra.run/orga_pic/p_4424_1.jpg,https://itra.run/calend.php?ide=578&mode=getEvt&id=578&annee=2019&idc=4424
Manchester To Liverpool Ultra 2019,Manchester To Liverpool Ultra,,200,1 November 2018,18 April 2019,ÂŁ79,http://www.gbultras.com/liverpool-to-manchester-ultra/,19 April 2019,06:00,manchester,Royaume-Uni,81.7km,470m,470m,7,14:00,http://www.gbultras.com/,https://tracedetrail.fr/en/trace/itra/76444,,https://itra.run/orga_pic/p_16517_3.jpg,https://itra.run/calend.php?ide=6697&mode=getEvt&id=6697&annee=2019&idc=16517
Wulong Trail Run 2019,110Km,,500,1 November 2018,31 March 2019,780CNY,https://xtrail.cn/,20 April 2019,07:00,Wulong,Chine,110.4km,4830m,4840m,9,26:00,https://xtrail.cn/,https://tracedetrail.fr/en/trace/itra/72475,/orga_pic/logo_med3369.png,https://itra.run/orga_pic/p_5455_1.png,https://itra.run/calend.php?ide=3369&mode=getEvt&id=3369&annee=2019&idc=5455
Wulong Trail Run 2019,Wulong Trail Run 50Km,,700,1 November 2018,31 March 2019,620,https://xtrail.cn/,20 April 2019,09:00,Wulong,Chine,49.9km,2360m,2360m,5,,https://xtrail.cn/,https://tracedetrail.fr/en/trace/itra/71412,/orga_pic/logo_med3369.png,https://itra.run/orga_pic/p_5457_1.png,https://itra.run/calend.php?ide=3369&mode=getEvt&id=3369&annee=2019&idc=5457
Championnat De Maurice 2019,Championnat De Maurice,"Start in the hunting grounds of Case Noyale at sea-level, a steady climb up to the highest point of Mauritius, Piton de la Riviere Noire, on singletrack paths, then down a very technical path to the Black River, then a loop on singletracks up and down extremely technical forest, and then back up the Piton Riviere Noire and back down to the start on different paths. ",150,7 April 2019,18 April 2019,Rs 350 members Rs 550 non-members,http://www.randotrail.mu/,20 April 2019,06:00,Case,Maurice,30.3km,2500m,2510m,1,08:00,http://www.randotrail.mu/,https://tracedetrail.fr/en/trace/itra/81171,,https://itra.run/orga_pic/p_12265_1.jpg,https://itra.run/calend.php?ide=5229&mode=getEvt&id=5229&annee=2019&idc=12265
Desafio Raiz Morro São Pedro  2019,Desafio Raiz M S P - Longo,"Percurso que se desenvolve por trilhas técnicas e bem demarcadas, onde existe a facilidade do desenvolvimento do trote e da corrida, com subidas e descidas de dificuldade média.  
Description in English
This course is developed by technical and well-marked trails, where there is the easy development of jogging and running, with ascents and descents of medium difficulty.",50,1 March 2019,10 April 2019,,https://www.youmovin.com.br/inscricoes?pais=BR&estado=&cidade=&categoria=&mes=&organizador=455,20 April 2019,07:00,Porto,Brésil,26.1km,990m,990m,N/A,06:00,http://www.raiztrail.com.br,https://tracedetrail.fr/en/trace/itra/82064,,https://itra.run/orga_pic/p_19101_1.jpg,https://itra.run/calend.php?ide=7521&mode=getEvt&id=7521&annee=2019&idc=19101
Desafio Raiz Morro São Pedro  2019,Desafio Raiz M S P - Médio,"Percurso que se desenvolve por trilhas técnicas e bem demarcadas, onde existe a facilidade do desenvolvimento do trote e da corrida, com subidas e descidas de dificuldade média.  
Description in English
This course is developed by technical and well-marked trails, where there is the easy development of jogging and running, with ascents and descents of medium difficulty.",50,1 March 2019,10 April 2019,,https://www.youmovin.com.br/inscricoes?pais=BR&estado=&cidade=&categoria=&mes=&organizador=455,20 April 2019,07:00,Porto,Brésil,13km,500m,500m,N/A,03:00,http://www.raiztrail.com.br,https://tracedetrail.fr/en/trace/itra/82060,,https://itra.run/orga_pic/p_19103_1.jpg,https://itra.run/calend.php?ide=7521&mode=getEvt&id=7521&annee=2019&idc=19103
Desafio Raiz Morro São Pedro  2019,Desafio Raiz M S P - Curto,"Percurso que se desenvolve por trilhas técnicas e bem demarcadas, onde existe a facilidade do desenvolvimento do trote e da corrida, com subidas e descidas de dificuldade média.  
Description in English
This course is developed by technical and well-marked trails, where there is the easy development of jogging and running, with ascents and descents of medium difficulty.",50,1 March 2019,10 April 2019,,https://www.youmovin.com.br/inscricoes?pais=BR&estado=&cidade=&categoria=&mes=&organizador=455,20 April 2019,07:00,Porto,Brésil,7.1km,300m,300m,N/A,02:00,http://www.raiztrail.com.br,https://tracedetrail.fr/en/trace/itra/81903,,https://itra.run/orga_pic/p_19089_1.jpg,https://itra.run/calend.php?ide=7521&mode=getEvt&id=7521&annee=2019&idc=19089
Great Walker Chengdu 2019,50K,,3200,25 February 2019,19 February 2019,50KM:600RMB Each team.,https://www.shanxingzhe.org.cn,20 April 2019,06:00,Dujiangyan,Chine,51.6km,1550m,1550m,7,17:00,http://www.shanxingzhe.org.cn/,https://tracedetrail.fr/en/trace/itra/82540,,https://itra.run/orga_pic/p_12737_3.jpg,https://itra.run/calend.php?ide=5359&mode=getEvt&id=5359&annee=2019&idc=12737
Insanity Mountain - Mestre Álvaro 2019,30 Km,"Etapa: Mestre ÁlvaroDia: 20 e 21 Abril 2019Local: Serra – Espírito SantoO Mestre Álvaro é considerado uma das maiores elevações litorâneas (planalto) da costa brasileira[carece de fontes] e abriga uma das últimas áreas de Mata Atlântica de altitude do Espírito Santo. É um maciço costeiro que possui formato semicircular em planta, estruturado em um corpo de rocha intrusiva granítica com cerca de 833 metros de altitude no Estado do Espírito Santo.
Description in English
Stage: Mestre ÁlvaroDay: 20th and 21st April 2019Location:Mestre Álvaro is considered one of the largest coastal elevations (plateau) of the Brazilian coast [lacks sources] and is home to one of the last Atlantic Forest areas of the Espírito Santo. It is a coastal massif that has a semicircular shape in plan, structured in a body of intrusive granitic rock with about 833 meters of altitude in the State of Espírito Santo.",200,31 January 2019,13 April 2019,"R$ 300,00 ($80,00 dólares)",http://www.insanitymountain.com.br,20 April 2019,05:00,(Brésil),Brésil,30.4km,2240m,2630m,4,11:00,http://www.insanitymountain.com.br,https://tracedetrail.fr/en/trace/itra/78689,/orga_pic/logo_med4365.jpg,,https://itra.run/calend.php?ide=4365&mode=getEvt&id=4365&annee=2019&idc=11005
Jurajskie Biegi Wielkanocne  2019,Ultramaraton Wielkanocy,,200,18 March 2019,18 April 2019,,http://biurozawodow.pl/events/info/jbw2019,20 April 2019,08:00,Olsztyn,Pologne,60.5km,1260m,1260m,1,08:00,http://biurozawodow.pl/events/info/jbw2019,https://tracedetrail.fr/en/trace/itra/83062,,,https://itra.run/calend.php?ide=7557&mode=getEvt&id=7557&annee=2019&idc=19203
Jurajskie Biegi Wielkanocne  2019,Jurajski Maraton Wielkanocy,,200,18 March 2019,18 April 2019,,http://biurozawodow.pl/events/info/jbw2019,20 April 2019,08:00,Olsztyn,Pologne,40.3km,840m,830m,1,06:00,http://biurozawodow.pl/events/info/jbw2019,https://tracedetrail.fr/en/trace/itra/83087,,,https://itra.run/calend.php?ide=7557&mode=getEvt&id=7557&annee=2019&idc=19199
Jurajskie Biegi Wielkanocne  2019,Jurajski Półmaraton Wielkanocy,,200,18 March 2019,18 April 2019,,http://biurozawodow.pl/events/info/jbw2019,20 April 2019,12:00,Olsztyn,Pologne,20.1km,420m,410m,1,03:00,http://biurozawodow.pl/events/info/jbw2019,https://tracedetrail.fr/en/trace/itra/83089,,,https://itra.run/calend.php?ide=7557&mode=getEvt&id=7557&annee=2019&idc=19201
Korea 50K 2019,80K,Korea 50K-80K,200,1 December 2018,10 March 2019,179000KRW,http://www.kortea50k.com,20 April 2019,04:00,DDC,Corée du Sud,76.3km,4840m,4840m,6,24:00,http://www.korea50k.com,https://tracedetrail.fr/en/trace/itra/83449,/orga_pic/logo_med625.png,https://itra.run/orga_pic/p_18395_1.jpg,https://itra.run/calend.php?ide=625&mode=getEvt&id=625&annee=2019&idc=18395
Korea 50K 2019,50K,,400,1 December 2018,10 March 2019,130000KRW,http://www.korea50k.com,21 April 2019,05:00,DDC,Corée du Sud,50.8km,2660m,2660m,4,13:00,http://www.korea50k.com,,/orga_pic/logo_med625.png,https://itra.run/orga_pic/p_3386_1.jpg,https://itra.run/calend.php?ide=625&mode=getEvt&id=625&annee=2019&idc=3386
Korea 50K 2019,25Km,Korea 50K-25km,300,1 December 2018,10 March 2019,70000KRW,http://www.korea50k.com,20 April 2019,13:00,DDC,Corée du Sud,25.8km,1180m,1430m,2,07:06,http://www.korea50k.com,https://tracedetrail.fr/en/trace/itra/73708,/orga_pic/logo_med625.png,,https://itra.run/calend.php?ide=625&mode=getEvt&id=625&annee=2019&idc=10751
Lotus 100 2019,Lotus 80,"č˛é˝100
Description in English
lotus100",200,15 February 2019,15 April 2019,699,http://www.paoshenzg.com,11 May 2019,06:00,dagangtou,Chine,80km,4620m,4610m,7,04:45,http://www.paoshenzg.com,,,,https://itra.run/calend.php?ide=5269&mode=getEvt&id=5269&annee=2019&idc=18409
Lotus 100 2019,Lotus 60,,300,14 January 2019,31 March 2019,499RMB,http://www.paoshenzg.com/event?id=94691,20 April 2019,06:30,DAGANGTOU,Chine,57.7km,3170m,3170m,5,15:21,http://www.paoshenzg.com,,,,https://itra.run/calend.php?ide=5269&mode=getEvt&id=5269&annee=2019&idc=12459
Lotus 100 2019,Lotus 36,"莲都100越野赛
Description in English
LOTUS 36",500,15 February 2019,15 April 2019,199RMB,http://www.paoshenzg.com,11 May 2019,06:00,lishui,Chine,37.1km,2040m,2040m,4,,http://www.paoshenzg.com,https://tracedetrail.fr/en/trace/itra/82090,,,https://itra.run/calend.php?ide=5269&mode=getEvt&id=5269&annee=2019&idc=18827
